"Graph Name","Density","Node Count","Edge Count","DFS Time (ms)","BFS Time (ms)","Start Node","BFS_Mean","DFS_Mean","Diff","Log_Diff","Log_Ratio","Ratio","Mean_Time","Diff_Time"
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_89.txt",0.00848693936157421,1064,9599,1.075,1.215,933,1.206,1.073,-0.133,-0.116850634656432,-0.116850634656432,0.88971807628524,1.1395,-0.133
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_59.txt",0.00794495850843965,1129,10118,1.132,1.281,819,1.2714,1.1252,-0.1462,-0.122157857886607,-0.122157857886607,0.885008651879818,1.1983,-0.1462
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_393.txt",0.00666484948409744,1344,12030,1.336,1.523,443,1.506,1.3352,-0.1708,-0.120376036012214,-0.120376036012214,0.886586985391766,1.4206,-0.1708
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_142.txt",0.0061770176266829,1453,13032,1.444,1.675,1178,1.635,1.4414,-0.1936,-0.126027940841013,-0.126027940841013,0.881590214067278,1.5382,-0.1936
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_21.txt",0.00742833746209576,1207,10813,1.205,1.4,924,1.361,1.203,-0.158,-0.123401286676787,-0.123401286676787,0.883908890521675,1.282,-0.158
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_310.txt",0.00688599038918519,1306,11736,1.31,1.501,301,1.4692,1.2978,-0.1714,-0.124047511758444,-0.124047511758444,0.883337870950177,1.3835,-0.1714
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_313.txt",0.0073805959436458,1210,10797,1.203,1.373,365,1.3604,1.1992,-0.1612,-0.126124106344652,-0.126124106344652,0.881505439576595,1.2798,-0.1612
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_471.txt",0.00621114445289954,1446,12978,1.421,1.635,1401,1.6318,1.4266,-0.2052,-0.134389709150762,-0.134389709150762,0.874249295256772,1.5292,-0.2052
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_483.txt",0.00794260281803391,1129,10115,1.134,1.298,1066,1.2822,1.1268,-0.1554,-0.129195595550939,-0.129195595550939,0.87880205896116,1.2045,-0.1554
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_209.txt",0.0063145660642162,1417,12670,1.42,1.594,891,1.5786,1.4022,-0.1764,-0.118495946501435,-0.118495946501435,0.888255416191562,1.4904,-0.1764
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_164.txt",0.00704644602212374,1273,11410,1.269,1.445,317,1.439,1.2734,-0.1656,-0.122257939304443,-0.122257939304443,0.884920083391244,1.3562,-0.1656
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_237.txt",0.00621991808220081,1437,12835,1.439,1.626,1013,1.6034,1.43,-0.1734,-0.114451930354898,-0.114451930354898,0.89185480853187,1.5167,-0.1734
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_197.txt",0.00699629780772865,1278,11418,1.278,1.454,192,1.4314,1.2734,-0.158,-0.116962497721572,-0.116962497721572,0.889618555260584,1.3524,-0.158
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_4.txt",0.00727539740816448,1230,10998,1.254,1.433,219,1.3948,1.2318,-0.163,-0.124274521548553,-0.124274521548553,0.883137367364497,1.3133,-0.163
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_281.txt",0.00754378163664545,1187,10620,1.199,1.349,845,1.3444,1.1884,-0.156,-0.123339952262498,-0.123339952262498,0.883963106218387,1.2664,-0.156
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_417.txt",0.00730248633061492,1229,11021,1.229,1.402,2,1.3952,1.2292,-0.166,-0.126674222898386,-0.126674222898385,0.881020642201835,1.3122,-0.166
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_127.txt",0.00781693799003004,1148,10293,1.131,1.309,860,1.306,1.143,-0.163,-0.133312646041566,-0.133312646041566,0.875191424196018,1.2245,-0.163
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_60.txt",0.00723602010487023,1244,11189,1.238,1.395,439,1.3874,1.2376,-0.1498,-0.114257471692345,-0.114257471692344,0.892028254288597,1.3125,-0.1498
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_105.txt",0.00868709539169467,1032,9243,1.033,1.171,695,1.1546,1.0304,-0.1242,-0.113806887276744,-0.113806887276744,0.892430278884462,1.0925,-0.1242
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_272.txt",0.00737424193199047,1216,10895,1.204,1.371,1178,1.3556,1.2082,-0.1474,-0.115112512028255,-0.115112512028255,0.891265860135733,1.2819,-0.1474
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_491.txt",0.00627488665483935,1425,12733,1.41,1.619,495,1.599,1.4082,-0.1908,-0.127066140748921,-0.127066140748921,0.880675422138837,1.5036,-0.1908
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_317.txt",0.00879287158562457,1023,9193,1.035,1.183,991,1.1548,1.0238,-0.131,-0.120405973765297,-0.120405973765297,0.886560443366817,1.0893,-0.131
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_5.txt",0.0083076938802629,1084,9753,1.09,1.257,852,1.2228,1.0824,-0.1404,-0.121962513160101,-0.121962513160101,0.885181550539745,1.1526,-0.1404
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_395.txt",0.00764778441977417,1171,10478,1.178,1.339,712,1.3148,1.167,-0.1478,-0.119248209503508,-0.119248209503508,0.887587465774262,1.2409,-0.1478
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_358.txt",0.00730299297533043,1226,10968,1.224,1.402,128,1.3776,1.2166,-0.161,-0.124282771786861,-0.124282771786861,0.883130081300813,1.2971,-0.161
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_213.txt",0.00637839051036223,1407,12618,1.409,1.58,206,1.5634,1.4016,-0.1618,-0.109248495604103,-0.109248495604103,0.896507611615709,1.4825,-0.1618
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_350.txt",0.00618226145851403,1457,13115,1.456,1.646,509,1.629,1.448,-0.181,-0.117783035656383,-0.117783035656384,0.888888888888889,1.5385,-0.181
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_369.txt",0.00820745612347814,1094,9814,1.1,1.25,444,1.2302,1.094,-0.1362,-0.117336053792341,-0.117336053792341,0.889286294911397,1.1621,-0.1362
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_230.txt",0.00661597354914863,1357,12174,1.35,1.533,820,1.5134,1.3452,-0.1682,-0.117816074394307,-0.117816074394307,0.888859521606978,1.4293,-0.1682
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_361.txt",0.00772302943779548,1162,10419,1.164,1.336,777,1.3072,1.1598,-0.1474,-0.119639868663398,-0.119639868663398,0.887239902080783,1.2335,-0.1474
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_297.txt",0.00612198589442584,1470,13220,1.474,1.671,1055,1.6322,1.4618,-0.1704,-0.110260244988851,-0.110260244988851,0.895601029285627,1.547,-0.1704
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_98.txt",0.00624078714444306,1438,12896,1.433,1.625,76,1.6092,1.4334,-0.1758,-0.115687916515814,-0.115687916515814,0.890753169276659,1.5213,-0.1758
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_133.txt",0.00672085149073581,1337,12005,1.325,1.527,1312,1.5016,1.3236,-0.178,-0.126175909224842,-0.126175909224842,0.881459776238679,1.4126,-0.178
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_94.txt",0.00712085470364752,1262,11332,1.264,1.437,666,1.411,1.2548,-0.1562,-0.117322475536291,-0.117322475536291,0.88929836995039,1.3329,-0.1562
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_457.txt",0.00615593341282733,1460,13113,1.453,1.644,1191,1.6162,1.4464,-0.1698,-0.111000004161435,-0.111000004161435,0.894938745204801,1.5313,-0.1698
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_102.txt",0.00870499811819249,1034,9298,1.041,1.196,826,1.1724,1.037,-0.1354,-0.12272100060721,-0.12272100060721,0.884510406004777,1.1047,-0.1354
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_249.txt",0.00856955897256429,1048,9403,1.053,1.196,15,1.185,1.0502,-0.1348,-0.120762152365473,-0.120762152365473,0.886244725738397,1.1176,-0.1348
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_473.txt",0.00641074594160886,1402,12592,1.408,1.615,920,1.5698,1.3962,-0.1736,-0.117193962156412,-0.117193962156412,0.889412664033635,1.483,-0.1736
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_233.txt",0.00643298049034433,1392,12456,1.382,1.595,842,1.5586,1.3722,-0.1864,-0.12737269115267,-0.12737269115267,0.880405492108302,1.4654,-0.1864
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_91.txt",0.00627752850615404,1429,12810,1.427,1.606,1134,1.5988,1.4218,-0.177,-0.117329673341786,-0.117329673341786,0.889291968976733,1.5103,-0.177
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_432.txt",0.00802135197242436,1120,10053,1.13,1.281,964,1.2626,1.1204,-0.1422,-0.119487322547572,-0.119487322547572,0.887375257405354,1.1915,-0.1422
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_38.txt",0.00808424635677056,1106,9880,1.124,1.252,1045,1.244,1.1128,-0.1312,-0.111452632689892,-0.111452632689892,0.894533762057878,1.1784,-0.1312
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_207.txt",0.00785545954438335,1140,10200,1.143,1.306,1117,1.2876,1.1392,-0.1484,-0.122453758766942,-0.122453758766942,0.884746815781298,1.2134,-0.1484
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_338.txt",0.00636142362343251,1415,12728,1.417,1.611,532,1.5884,1.4034,-0.185,-0.123829356438908,-0.123829356438908,0.883530596826996,1.4959,-0.185
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_405.txt",0.00780719978846372,1151,10334,1.162,1.328,278,1.2984,1.154,-0.1444,-0.117898569132337,-0.117898569132337,0.888786198398028,1.2262,-0.1444
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_204.txt",0.00619108930481437,1447,12954,1.441,1.64,369,1.6334,1.4448,-0.1886,-0.122692828261454,-0.122692828261454,0.884535325088772,1.5391,-0.1886
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_172.txt",0.00691937245260275,1295,11595,1.286,1.482,326,1.45,1.2846,-0.1654,-0.121116170590928,-0.121116170590928,0.885931034482759,1.3673,-0.1654
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_14.txt",0.00739312441440101,1222,11031,1.227,1.411,15,1.3734,1.2192,-0.1542,-0.119094511254194,-0.119094511254194,0.887723896898209,1.2963,-0.1542
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_286.txt",0.00732296833904851,1226,10998,1.235,1.399,397,1.3708,1.2246,-0.1462,-0.1127802509566,-0.1127802509566,0.893346950685731,1.2977,-0.1462
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_191.txt",0.00654597768780526,1374,12349,1.369,1.563,982,1.542,1.366,-0.176,-0.121193513992539,-0.121193513992539,0.885862516212711,1.454,-0.176
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_244.txt",0.0078507493546431,1139,10176,1.145,1.305,338,1.2958,1.1388,-0.157,-0.129153188611974,-0.129153188611974,0.878839327056645,1.2173,-0.157
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_234.txt",0.00815105943847519,1098,9818,1.097,1.257,574,1.2388,1.0972,-0.1416,-0.1213816890356,-0.1213816890356,0.885695834678721,1.168,-0.1416
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_34.txt",0.00757707728861575,1184,10613,1.18,1.363,889,1.3464,1.1758,-0.1706,-0.135485596908442,-0.135485596908442,0.8732917409388,1.2611,-0.1706
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_320.txt",0.00801966037959459,1118,10015,1.125,1.281,1048,1.2738,1.119,-0.1548,-0.12956912962534,-0.12956912962534,0.878473857748469,1.1964,-0.1548
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_492.txt",0.00659532240779265,1357,12136,1.36,1.546,686,1.514,1.3426,-0.1714,-0.120147122492743,-0.120147122492743,0.886789960369881,1.4283,-0.1714
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_351.txt",0.00794725845935044,1128,10103,1.134,1.301,206,1.2688,1.128,-0.1408,-0.117625418822579,-0.117625418822579,0.889029003783102,1.1984,-0.1408
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_455.txt",0.00610763025428007,1470,13189,1.46,1.679,991,1.6566,1.4578,-0.1988,-0.127838859216051,-0.127838859216051,0.879995170831824,1.5572,-0.1988
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_184.txt",0.0064613729577086,1391,12493,1.388,1.575,157,1.5576,1.3846,-0.173,-0.117734885814065,-0.117734885814065,0.888931689779147,1.4711,-0.173
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_186.txt",0.00637544345018802,1412,12702,1.398,1.588,976,1.6074,1.3996,-0.2078,-0.138431485285085,-0.138431485285085,0.870722906557173,1.5035,-0.2078
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_85.txt",0.00716300049210967,1253,11237,1.255,1.421,746,1.4066,1.249,-0.1576,-0.11883221374834,-0.11883221374834,0.887956775202616,1.3278,-0.1576
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_486.txt",0.00597898113517588,1497,13390,1.477,1.697,1138,1.681,1.4792,-0.2018,-0.1278874533357,-0.127887453335701,0.87995240928019,1.5801,-0.2018
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_122.txt",0.00738435671622565,1215,10892,1.222,1.39,498,1.3646,1.2124,-0.1522,-0.118259479197675,-0.118259479197675,0.88846548439103,1.2885,-0.1522
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_288.txt",0.00633214039432423,1410,12580,1.412,1.598,1249,1.5682,1.3986,-0.1696,-0.114456728527055,-0.114456728527055,0.891850529269226,1.4834,-0.1696
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_206.txt",0.00609935196405876,1472,13207,1.456,1.683,380,1.6514,1.4558,-0.1956,-0.126067835299171,-0.126067835299171,0.881555044204917,1.5536,-0.1956
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_159.txt",0.00747461155148126,1195,10665,1.207,1.355,378,1.3422,1.2062,-0.136,-0.106835136707253,-0.106835136707253,0.898673819102965,1.2742,-0.136
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_62.txt",0.00627507826083547,1429,12805,1.428,1.614,387,1.5896,1.42,-0.1696,-0.112825540642301,-0.112825540642301,0.893306492199295,1.5048,-0.1696
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_397.txt",0.00720506423768912,1246,11177,1.242,1.419,1185,1.4056,1.239,-0.1666,-0.126159655243745,-0.126159655243745,0.881474103585657,1.3223,-0.1666
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_41.txt",0.00808932692507884,1118,10102,1.132,1.281,414,1.2644,1.1296,-0.1348,-0.112734113602485,-0.112734113602485,0.893388168301171,1.197,-0.1348
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_211.txt",0.00598469686997712,1495,13367,1.476,1.674,853,1.6736,1.475,-0.1986,-0.126319005096683,-0.126319005096684,0.881333652007648,1.5743,-0.1986
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_495.txt",0.00769656209902217,1165,10437,1.189,1.315,631,1.306,1.1682,-0.1378,-0.111504928230167,-0.111504928230167,0.894486983154671,1.2371,-0.1378
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_461.txt",0.00802553276910425,1112,9915,1.119,1.277,4,1.2642,1.1092,-0.155,-0.130800476296575,-0.130800476296575,0.877392817592153,1.1867,-0.155
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_499.txt",0.00761061438884025,1181,10606,1.184,1.365,419,1.344,1.1786,-0.1654,-0.131322948679282,-0.131322948679282,0.876934523809524,1.2613,-0.1654
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_489.txt",0.00708243646387976,1261,11253,1.255,1.427,818,1.415,1.2518,-0.1632,-0.122547015586737,-0.122547015586737,0.884664310954064,1.3334,-0.1632
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_28.txt",0.00606714621670393,1474,13173,1.505,1.652,1119,1.6526,1.4648,-0.1878,-0.120631090906783,-0.120631090906783,0.8863608858768,1.5587,-0.1878
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_183.txt",0.00801107861187782,1124,10112,1.132,1.291,342,1.2802,1.1284,-0.1518,-0.126215615580062,-0.126215615580062,0.881424777378535,1.2043,-0.1518
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_25.txt",0.00745091866126489,1204,10792,1.212,1.377,1184,1.362,1.2074,-0.1546,-0.120484920347132,-0.120484920347132,0.886490455212922,1.2847,-0.1546
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_267.txt",0.00656721033521191,1370,12317,1.379,1.549,183,1.5422,1.3668,-0.1754,-0.120737727157723,-0.120737727157724,0.886266372714304,1.4545,-0.1754
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_403.txt",0.00827014027919297,1083,9691,1.09,1.247,270,1.2346,1.0896,-0.145,-0.124936374564548,-0.124936374564548,0.882553053620606,1.1621,-0.145
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_56.txt",0.00623411273377923,1442,12954,1.438,1.645,379,1.629,1.4294,-0.1996,-0.130711553816167,-0.130711553816167,0.877470841006753,1.5292,-0.1996
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_429.txt",0.00767222689261537,1165,10404,1.155,1.342,1148,1.3236,1.154,-0.1696,-0.137121128979412,-0.137121128979412,0.871864611665155,1.2388,-0.1696
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_146.txt",0.00636989162878959,1410,12655,1.406,1.611,401,1.5794,1.4004,-0.179,-0.12028711798297,-0.12028711798297,0.886665822464227,1.4899,-0.179
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_37.txt",0.00815573531007655,1095,9770,1.096,1.273,308,1.2432,1.095,-0.1482,-0.126934337362782,-0.126934337362782,0.880791505791506,1.1691,-0.1482
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_42.txt",0.00616437776593134,1459,13113,1.467,1.647,498,1.6274,1.4468,-0.1806,-0.117629428184614,-0.117629428184614,0.889025439351112,1.5371,-0.1806
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_265.txt",0.00648202249535694,1385,12425,1.378,1.578,783,1.5614,1.3748,-0.1866,-0.127274588710512,-0.127274588710512,0.880491866273857,1.4681,-0.1866
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_355.txt",0.00865266915220662,1035,9260,1.038,1.173,503,1.1716,1.035,-0.1366,-0.123968909254109,-0.123968909254109,0.883407306247866,1.1033,-0.1366
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_367.txt",0.00732292917166867,1225,10980,1.222,1.391,847,1.3762,1.2128,-0.1634,-0.126394341880272,-0.126394341880272,0.881267257666037,1.2945,-0.1634
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_256.txt",0.00894428268977927,1004,9007,1.019,1.152,734,1.1376,1.0088,-0.1288,-0.120159274398267,-0.120159274398267,0.886779184247539,1.0732,-0.1288
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_75.txt",0.00742502853939804,1210,10862,1.209,1.38,827,1.3638,1.2116,-0.1522,-0.11833312093347,-0.11833312093347,0.888400058659627,1.2877,-0.1522
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_145.txt",0.00893540266793522,1005,9016,1.006,1.162,926,1.1502,1.0018,-0.1484,-0.138137458356137,-0.138137458356137,0.870978960180838,1.076,-0.1484
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_475.txt",0.00627076428172665,1432,12850,1.436,1.637,854,1.6178,1.4276,-0.1902,-0.125072488967847,-0.125072488967847,0.882432933613549,1.5227,-0.1902
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_22.txt",0.00825602750442347,1092,9836,1.117,1.267,709,1.2498,1.1002,-0.1496,-0.127491557053624,-0.127491557053624,0.880300848135702,1.175,-0.1496
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_162.txt",0.00652408865605051,1371,12254,1.361,1.573,139,1.5494,1.3576,-0.1918,-0.132149324277786,-0.132149324277786,0.876210145862915,1.4535,-0.1918
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_255.txt",0.00746193307634961,1203,10790,1.208,1.385,1017,1.3616,1.1984,-0.1632,-0.127673145056155,-0.127673145056155,0.880141010575793,1.28,-0.1632
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_126.txt",0.0060628645112444,1483,13325,1.469,1.676,817,1.6528,1.4636,-0.1892,-0.121571665220322,-0.121571665220322,0.885527589545015,1.5582,-0.1892
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_287.txt",0.00625770384245824,1436,12895,1.427,1.626,199,1.6092,1.422,-0.1872,-0.123672829712447,-0.123672829712447,0.883668903803132,1.5156,-0.1872
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_154.txt",0.00820668844692559,1097,9867,1.095,1.262,370,1.2484,1.1028,-0.1456,-0.124010331246983,-0.124010331246983,0.883370714514579,1.1756,-0.1456
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_92.txt",0.00737085769980507,1216,10890,1.218,1.413,780,1.3824,1.207,-0.1754,-0.13568317695226,-0.13568317695226,0.873119212962963,1.2947,-0.1754
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_149.txt",0.00726964641198218,1233,11043,1.235,1.409,909,1.391,1.238,-0.153,-0.116525738678902,-0.116525738678902,0.89000718907261,1.3145,-0.153
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_479.txt",0.00600564962608538,1492,13360,1.554,1.72,703,1.6878,1.4952,-0.1926,-0.121165928582513,-0.121165928582513,0.885886953430501,1.5915,-0.1926
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_19.txt",0.00646755176012432,1389,12469,1.389,1.57,188,1.5562,1.3894,-0.1668,-0.113374952924049,-0.113374952924049,0.892815833440432,1.4728,-0.1668
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_385.txt",0.0071679743795036,1250,11191,1.242,1.415,1100,1.4086,1.244,-0.1646,-0.124264309012185,-0.124264309012185,0.883146386483033,1.3263,-0.1646
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_482.txt",0.00712029149211222,1253,11170,1.255,1.425,728,1.4082,1.2448,-0.1634,-0.123337418660906,-0.123337418660906,0.883965345831558,1.3265,-0.1634
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_359.txt",0.00836157294645063,1065,9475,1.075,1.208,68,1.1994,1.0604,-0.139,-0.123175236319539,-0.123175236319539,0.88410872102718,1.1299,-0.139
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_268.txt",0.00671421577959694,1329,11850,1.32,1.491,174,1.4796,1.3182,-0.1614,-0.115504611339679,-0.115504611339679,0.890916463909165,1.3989,-0.1614
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_119.txt",0.00708103855232101,1271,11430,1.269,1.443,1116,1.4332,1.2662,-0.167,-0.123889417320773,-0.123889417320773,0.883477532793748,1.3497,-0.167
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_449.txt",0.00661384692244254,1359,12206,1.357,1.575,1248,1.5474,1.3462,-0.2012,-0.139290294538741,-0.139290294538741,0.869975442678041,1.4468,-0.2012
